Cluster File,GO Term,GO ID,P-Value
0,organic acid metabolic process,GO:0006082,3.28504E-05
0,oxoacid metabolic process,GO:0043436,3.28504E-05
0,carboxylic acid metabolic process,GO:0019752,7.3119E-05
0,small molecule metabolic process,GO:0044281,0.003486596
0,sulfur compound metabolic process,GO:0006790,0.004657196
0,lipid metabolic process,GO:0006629,0.018189886
0,glutathione metabolic process,GO:0006749,0.043405584
0,plasma membrane region,GO:0098590,6.13435E-06
0,apical part of cell,GO:0045177,1.03865E-05
0,apical plasma membrane,GO:0016324,1.10203E-05
0,plasma membrane,GO:0005886,0.00285008
0,cell periphery,GO:0071944,0.007409284
0,Biological oxidations,REAC:R-MMU-211859,0.001335785
0,Phase II - Conjugation of compounds,REAC:R-MMU-156580,0.041960743
0,Oxidative stress and redox pathway,WP:WP4466,0.044396497
0,Metapathway biotransformation,WP:WP1251,0.048938796
1,organic acid catabolic process,GO:0016054,0.025126559
1,carboxylic acid catabolic process,GO:0046395,0.025126559
3,intracellular sodium ion homeostasis,GO:0006883,0.049892731
3,microtubule depolymerization,GO:0007019,0.049892731
3,long-term memory,GO:0007616,0.049892731
3,negative regulation of microtubule polymerization or depolymerization,GO:0031111,0.049892731
3,negative regulation of microtubule polymerization,GO:0031115,0.049892731
3,glucocorticoid mediated signaling pathway,GO:0043402,0.049892731
3,response to mineralocorticoid,GO:0051385,0.049892731
3,cellular response to mineralocorticoid stimulus,GO:0071389,0.049892731
3,cellular response to aldehyde,GO:0110096,0.049892731
3,response to aldosterone,GO:1904044,0.049892731
3,cellular response to aldosterone,GO:1904045,0.049892731
3,protein serine/threonine/tyrosine kinase activity,GO:0004712,0.049952046
3,3-phosphoinositide-dependent protein kinase binding,GO:0043423,0.049952046
3,Nuclear Events (kinase and transcription factor activation),REAC:R-MMU-198725,0.049920128
3,NGF-stimulated transcription,REAC:R-MMU-9031628,0.049920128
3,IL-6 signaling pathway,WP:WP387,0.049995
5,small molecule metabolic process,GO:0044281,0.002079348
5,organic acid metabolic process,GO:0006082,0.006482083
5,oxoacid metabolic process,GO:0043436,0.006482083
5,carboxylic acid metabolic process,GO:0019752,0.013583383
5,apical part of cell,GO:0045177,0.008243803
5,cell projection,GO:0042995,0.017785084
5,plasma membrane bounded cell projection,GO:0120025,0.017785084
5,apical plasma membrane,GO:0016324,0.036828162
7,cellular response to aldosterone,GO:1904045,0.049943564
7,response to aldosterone,GO:1904044,0.049943564
7,cellular response to aldehyde,GO:0110096,0.049943564
7,cellular response to mineralocorticoid stimulus,GO:0071389,0.049943564
7,cellular response to corticosteroid stimulus,GO:0071384,0.049943564
7,response to mineralocorticoid,GO:0051385,0.049943564
7,response to glucocorticoid,GO:0051384,0.049943564
7,memory,GO:0007613,0.049943564
7,glucocorticoid mediated signaling pathway,GO:0043402,0.049943564
7,positive regulation of dendrite morphogenesis,GO:0050775,0.049943564
7,long-term memory,GO:0007616,0.049943564
7,visual behavior,GO:0007632,0.049943564
7,associative learning,GO:0008306,0.049943564
7,cellular response to glucocorticoid stimulus,GO:0071385,0.049943564
7,regulation of cell morphogenesis involved in differentiation,GO:0010769,0.049943564
7,positive regulation of cell morphogenesis involved in differentiation,GO:0010770,0.049943564
7,response to corticosteroid,GO:0031960,0.049943564
7,visual learning,GO:0008542,0.049943564
7,3-phosphoinositide-dependent protein kinase binding,GO:0043423,0.049946557
7,protein serine/threonine/tyrosine kinase activity,GO:0004712,0.049946557
7,Nuclear Events (kinase and transcription factor activation),REAC:R-MMU-198725,0.049954541
7,Stimuli-sensing channels,REAC:R-MMU-2672351,0.049954541
7,Regulation of TP53 Degradation,REAC:R-MMU-6804757,0.049954541
7,Regulation of TP53 Expression and Degradation,REAC:R-MMU-6806003,0.049954541
7,NGF-stimulated transcription,REAC:R-MMU-9031628,0.049954541
7,Insulin signaling,WP:WP65,0.049534377
7,IL-6 signaling pathway,WP:WP387,0.049534377
8,urea cycle,GO:0000050,0.049682035
8,positive regulation of nitric oxide metabolic process,GO:1904407,0.049682035
8,regulation of nitric oxide metabolic process,GO:0080164,0.049682035
8,tricarboxylic acid metabolic process,GO:0072350,0.049682035
8,nitrogen cycle metabolic process,GO:0071941,0.049682035
8,nitric oxide metabolic process,GO:0046209,0.049682035
8,positive regulation of nitric oxide biosynthetic process,GO:0045429,0.049682035
8,regulation of nitric oxide biosynthetic process,GO:0045428,0.049682035
8,dicarboxylic acid metabolic process,GO:0043648,0.049682035
8,arginine biosynthetic process via ornithine,GO:0042450,0.049682035
8,reactive nitrogen species metabolic process,GO:2001057,0.049682035
8,ammonia assimilation cycle,GO:0019676,0.049682035
8,urea metabolic process,GO:0019627,0.049682035
8,post-embryonic development,GO:0009791,0.049682035
8,glutamine family amino acid biosynthetic process,GO:0009084,0.049682035
8,locomotory behavior,GO:0007626,0.049682035
8,nitric oxide biosynthetic process,GO:0006809,0.049682035
8,ornithine metabolic process,GO:0006591,0.049682035
8,cellular modified amino acid metabolic process,GO:0006575,0.049682035
8,glutamate metabolic process,GO:0006536,0.049682035
8,arginine biosynthetic process,GO:0006526,0.049682035
8,arginine metabolic process,GO:0006525,0.049682035
8,argininosuccinate metabolic process,GO:0000053,0.049682035
8,nitrogen utilization,GO:0019740,0.049682035
8,cell body fiber,GO:0070852,0.04984051
8,amidine-lyase activity,GO:0016842,0.049682035
8,carbon-nitrogen lyase activity,GO:0016840,0.049682035
8,lyase activity,GO:0016829,0.049682035
8,Hepatic fibrosis,HP:0001395,0.049915144
8,Dry hair,HP:0011359,0.049915144
8,Abnormal circulating arginine concentration,HP:0010909,0.049915144
8,Abnormal circulating glutamine concentration,HP:0010903,0.049915144
8,Abnormal circulating glutamine family amino acid concentration,HP:0010902,0.049915144
8,Trichorrhexis nodosa,HP:0009886,0.049915144
8,Alkalosis,HP:0001948,0.049915144
8,Hypoargininemia,HP:0005961,0.049915144
8,Oroticaciduria,HP:0003218,0.049915144
8,Hyperglutaminemia,HP:0003217,0.049915144
8,Brittle hair,HP:0002299,0.049915144
8,Cerebral edema,HP:0002181,0.049915144
8,Protein avoidance,HP:0002038,0.049915144
8,Episodic ammonia intoxication,HP:0001951,0.049915144
8,Abnormal hairshaft morphology,HP:0003328,0.049915144
8,Respiratory alkalosis,HP:0001950,0.049915144
8,Urea cycle,REAC:R-MMU-70635,0.04982561
8,Amino acid metabolism,WP:WP662,0.049875312
8,Alanine and aspartate metabolism,WP:WP240,0.049875312
