Cluster File,GO Term,GO ID,P-Value
0,PYR complex,CORUM:572,0.049980008
0,Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,CORUM:2984,0.049980008
0,Gata1-Fog1-MeCP1 complex,CORUM:2750,0.049980008
0,nucleoplasm,GO:0005654,0.008463799
0,nuclear lumen,GO:0031981,0.023353879
0,Oliguria,HP:0100520,0.049935084
0,Urolithiasis,HP:0034368,0.049935084
0,Flank pain,HP:0030157,0.049935084
0,Macroscopic hematuria,HP:0012587,0.049935084
0,Acute kidney injury,HP:0001919,0.049935084
0,Uric acid nephrolithiasis,HP:0000791,0.049935084
0,Urinary hesitancy,HP:0000019,0.049935084
0,Urinary retention,HP:0000016,0.049935084
0,Crystalluria,HP:0020074,0.049935084
0,Chromatin organization,REAC:R-MMU-4839726,0.008405181
0,Chromatin modifying enzymes,REAC:R-MMU-3247509,0.008405181
0,RMTs methylate histone arginines,REAC:R-MMU-3214858,0.008405181
0,Regulation of TP53 Activity,REAC:R-MMU-5633007,0.025101574
0,Mechanisms associated with pluripotency,WP:WP1763,0.020340175
2,osteoblast differentiation,GO:0001649,0.024368089
2,nucleic acid metabolic process,GO:0090304,0.037934472
2,ossification,GO:0001503,0.043129644
2,mmu-miR-206-3p,MIRNA:mmu-miR-206-3p,0.049966689
2,Signal Transduction,REAC:R-MMU-162582,0.014097925
2,G protein signaling pathways,WP:WP232,0.04995005
3,Parvulin-associated pre-rRNP complex,CORUM:3047,0.020404053
3,cytoplasmic translation,GO:0002181,2.00E-07
3,translation,GO:0006412,3.39604E-06
3,peptide biosynthetic process,GO:0043043,7.42136E-06
3,organonitrogen compound biosynthetic process,GO:1901566,1.49188E-05
3,amide biosynthetic process,GO:0043604,3.26038E-05
3,peptide metabolic process,GO:0006518,3.26038E-05
3,amide metabolic process,GO:0043603,0.000247811
3,organonitrogen compound metabolic process,GO:1901564,0.001587644
3,protein metabolic process,GO:0019538,0.00275166
3,translation at postsynapse,GO:0140242,0.007336395
3,translation at synapse,GO:0140241,0.007336395
3,translation at presynapse,GO:0140236,0.007336395
3,ribosome,GO:0005840,1.66E-09
3,cytosolic ribosome,GO:0022626,5.98E-09
3,ribosomal subunit,GO:0044391,2.27E-08
3,postsynapse,GO:0098794,7.16E-07
3,cell junction,GO:0030054,1.3929E-06
3,synapse,GO:0045202,1.55732E-06
3,ribonucleoprotein complex,GO:1990904,1.40738E-05
3,intracellular non-membrane-bounded organelle,GO:0043232,0.000278144
3,non-membrane-bounded organelle,GO:0043228,0.000278144
3,cytosol,GO:0005829,0.000471076
3,cytosolic large ribosomal subunit,GO:0022625,0.000545415
3,large ribosomal subunit,GO:0015934,0.001340665
