Cluster File,GO Term,GO ID,P-Value
2,RNA binding,GO:0003723,0.030322429
2,Myometrial relaxation and contraction pathways,WP:WP385,0.049805535
6,RNA binding,GO:0003723,0.000751408
6,Metabolism of RNA,REAC:R-MMU-8953854,0.048402198
6,RHO GTPase Effectors,REAC:R-MMU-195258,0.049754059
6,Myometrial relaxation and contraction pathways,WP:WP385,0.049974832
7,Parvulin-associated pre-rRNP complex,CORUM:3047,0.02037037
7,translation,GO:0006412,3.52E-07
7,peptide metabolic process,GO:0006518,3.52E-07
7,amide biosynthetic process,GO:0043604,3.52E-07
7,peptide biosynthetic process,GO:0043043,3.52E-07
7,amide metabolic process,GO:0043603,3.52E-07
7,organonitrogen compound biosynthetic process,GO:1901566,5.66408E-06
7,protein metabolic process,GO:0019538,1.48226E-05
7,cytoplasmic translation,GO:0002181,2.15169E-05
7,organonitrogen compound metabolic process,GO:1901564,5.62288E-05
7,nitrogen compound metabolic process,GO:0006807,0.002885444
7,macromolecule metabolic process,GO:0043170,0.002885444
7,translation at synapse,GO:0140241,0.008555753
7,translation at postsynapse,GO:0140242,0.008555753
7,translation at presynapse,GO:0140236,0.008555753
7,cellular biosynthetic process,GO:0044249,0.014165872
7,primary metabolic process,GO:0044238,0.015145377
7,cellular nitrogen compound metabolic process,GO:0034641,0.019326458
7,macromolecule biosynthetic process,GO:0009059,0.02018894
7,organic substance metabolic process,GO:0071704,0.026404119
7,cellular nitrogen compound biosynthetic process,GO:0044271,0.028224278
7,organic substance biosynthetic process,GO:1901576,0.038286558
7,ribonucleoprotein complex,GO:1990904,2.85E-07
7,ribosome,GO:0005840,7.33E-07
7,ribosomal subunit,GO:0044391,2.87887E-06
7,synapse,GO:0045202,4.3423E-06
7,cytosolic ribosome,GO:0022626,4.4851E-06
7,cell junction,GO:0030054,4.67304E-06
7,postsynapse,GO:0098794,9.86665E-05
7,protein-containing complex,GO:0032991,0.000186866
7,large ribosomal subunit,GO:0015934,0.000995772
7,cytosolic large ribosomal subunit,GO:0022625,0.000995772
7,cytosol,GO:0005829,0.001859716
7,presynapse,GO:0098793,0.002523962
7,intracellular anatomical structure,GO:0005622,0.004262778
7,intracellular non-membrane-bounded organelle,GO:0043232,0.015566075
7,non-membrane-bounded organelle,GO:0043228,0.015566075
7,cytoplasm,GO:0005737,0.020052191
7,organelle,GO:0043226,0.021539437
7,intracellular organelle,GO:0043229,0.035275131
7,asymmetric synapse,GO:0032279,0.049916924
7,postsynaptic specialization,GO:0099572,0.049916924
7,postsynaptic density,GO:0014069,0.049916924
7,polysome,GO:0005844,0.049916924
7,neuron to neuron synapse,GO:0098984,0.049916924
7,structural constituent of ribosome,GO:0003735,4.74881E-06
7,structural molecule activity,GO:0005198,0.000575831
7,RNA binding,GO:0003723,0.016797939
7,Metabolism of RNA,REAC:R-MMU-8953854,1.35696E-05
7,L13a-mediated translational silencing of Ceruloplasmin expression,REAC:R-MMU-156827,1.35696E-05
7,Eukaryotic Translation Initiation,REAC:R-MMU-72613,1.35696E-05
